Id,Name,Birthdate,Handedness,School,Draft,Year,Team,Age,Pos.,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,rRA,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,WP,ERA,RA9,rRA9,FIP,WHIP,WAR
10058,양현종,1988년 03월 01일,좌투좌타,광주학강초-광주동성중-광주동성고,07 KIA 2차 1라운드 1순위,2025,KIA,37,P,30,30,0,0,0,0,7,9,0,0,153,86,101,96.2,677,171,23,4,12,57,4,1,109,14,0,10,5.06,5.94,5.66,4.35,1.49,0.86
10124,고효준,1983년 02월 08일,좌투좌타,서원초-세광중-세광고,02 롯데 2차 1라운드 6순위,2025,두산,42,P,45,0,45,2,0,0,2,1,0,9,21,16,16,22.5,104,29,2,1,4,14,1,1,19,0,0,4,6.86,6.86,9.64,6.06,2.05,-1.17
10126,김광현,1988년 07월 22일,좌투좌타,안산-덕성초-안산중앙중-안산공고,07 SK 1차 1순위,2025,SSG,37,P,28,28,0,0,0,0,10,10,0,0,144,80,86,83.4,636,164,28,1,13,50,4,1,138,8,0,6,5,5.38,5.21,3.77,1.49,1.62
10131,박종훈,1991년 08월 13일,우언우타,중앙초-군산중-군산상고,10 SK 2라운드 9순위,2025,SSG,34,P,5,5,0,0,0,0,0,2,0,0,19,15,17,14.3,90,15,1,0,4,18,5,0,10,2,0,0,7.11,8.05,6.77,8.98,1.74,-0.06
10137,송은범,1984년 03월 17일,우투우타,서흥초-동산중-동산고,03 SK 1차,2025,삼성,41,P,5,0,5,3,0,0,0,0,0,0,6,3,3,3,28,9,2,0,0,3,0,0,2,0,0,3,4.5,4.5,4.5,4.69,2,0.09
10203,노경은,1984년 03월 11일,우투우타,화곡초-성남중-성남고,03 두산 1차,2025,SSG,41,P,77,0,77,6,0,0,3,6,3,35,80,19,22,25.05,320,60,10,0,2,25,3,5,68,3,0,3,2.14,2.48,2.82,3.05,1.06,3.13
10217,이용찬,1989년 01월 02일,우투우타,신원초-양천중-장충고,07 두산 1차 1순위,2025,NC,36,P,12,3,9,1,0,0,1,2,0,1,15.1,18,18,17.8,83,23,4,0,1,12,4,1,14,0,0,2,10.57,10.57,10.45,5.75,2.28,-0.44
10363,백정현,1987년 07월 13일,좌투좌타,옥산초-대구중-상원고,07 삼성 2차 1라운드 8순위,2025,삼성,38,P,29,1,28,8,0,0,2,0,1,3,32.1,7,7,9.05,128,19,6,0,1,7,2,0,31,3,0,0,1.95,1.95,2.52,2.78,0.8,1.3
10367,오승환,1982년 07월 15일,우투우타,도신초-우신중-경기고-단국대,05 삼성 2차 1라운드 5순위,2025,삼성,43,P,12,0,12,4,0,0,0,0,0,0,9,8,8,7.35,45,15,5,0,1,3,0,0,7,0,0,1,8,8,7.35,4.36,2,-0.13
10427,김상수,1988년 01월 02일,우투우타,자이언츠-자양중-신일고,06 삼성 2차 2라운드 15순위,2025,롯데,37,P,45,0,45,14,0,0,0,1,2,3,36.2,26,26,31.35,180,48,10,0,4,18,3,2,27,3,0,1,6.38,6.38,7.7,5.03,1.8,-0.52
10452,임창민,1985년 08월 25일,우투우타,대성초-광주동성중-광주동성고-연세대,08 현대 2차 2라운드 11순위,2025,삼성,40,P,16,0,16,1,0,0,1,0,0,2,13,7,8,9.75,63,17,2,0,5,7,1,1,6,0,0,0,4.85,5.54,6.75,9.06,1.85,-0.07
10523,우규민,1985년 01월 21일,우언우타,성동초-휘문중-휘문고,03 LG 2차 3라운드 19순위,2025,KT,40,P,53,0,53,10,0,0,1,2,0,9,44.1,12,12,16.15,185,45,6,0,2,3,4,1,24,2,0,0,2.44,2.44,3.28,3.54,1.08,1.12
10527,이승현,1991년 11월 20일,우투우타,화순초-진흥중-화순고,10 LG 2라운드 16순위,2025,삼성,34,P,42,0,42,7,0,0,2,1,0,11,35.2,25,26,30.75,161,43,7,0,9,11,1,1,29,0,0,1,6.31,6.56,7.76,5.88,1.51,-0.46
10535,최동환,1989년 09월 19일,우투우타,인헌초-선린중-경동고,09 LG 2차 2라운드 13순위,2025,KT,36,P,20,0,20,9,0,0,1,1,0,0,18.2,18,19,19,91,27,5,1,4,12,1,2,9,0,0,0,8.68,9.16,9.16,7.32,2.09,-0.32
10590,류현진,1987년 03월 25일,좌투우타,창영초-동산중-동산고-대전대,06 한화 2차 1라운드 2순위,2025,한화,38,P,26,26,0,0,0,0,9,7,0,0,139.1,50,54,53.5,574,144,22,3,12,25,4,2,122,4,0,2,3.23,3.49,3.46,3.37,1.21,4.03
10609,이태양,1990년 07월 03일,우투좌타,여수서초-여수중-효천고,10 한화 5라운드 36순위,2025,한화,35,P,14,0,14,4,0,0,0,1,0,0,11.1,5,5,5,51,14,5,0,0,5,1,1,8,0,0,0,3.97,3.97,3.97,3.85,1.68,0.19
10652,임찬규,1992년 11월 20일,우투우타,가동초-청원중-휘문고,11 LG 1라운드 2순위,2025,LG,33,P,27,27,0,1,1,1,11,7,0,0,160.1,54,61,57.25,670,163,38,3,9,40,6,1,107,8,0,1,3.03,3.42,3.21,3.82,1.27,4.9
10685,김대우,1988년 11월 21일,우언우타,역삼초-대치중-서울고-홍익대,11 넥센 9라운드 67순위,2025,삼성,37,P,2,0,2,0,0,0,0,0,0,1,0.2,0,0,0.7,3,1,1,0,0,0,0,0,0,0,0,0,0,0,9.45,3.92,1.5,-0.02
10690,김강률,1988년 08월 28일,우투우타,문촌초-일산서구-장성중-경기고,07 두산 2차 4라운드 26순위,2025,LG,37,P,12,0,12,4,0,0,1,0,1,4,12.1,2,2,3.55,51,7,1,0,0,8,1,0,9,1,0,0,1.46,1.46,2.59,4.43,1.22,0.4
10696,홍건희,1992년 09월 29일,우투우타,화순초-화순중-화순고,11 KIA 2라운드 9순위,2025,두산,33,P,20,0,20,7,0,0,2,1,0,0,16,11,13,10.4,83,18,1,0,2,15,0,1,15,2,0,0,6.19,7.31,5.85,6.06,2.06,0.01
10706,김대유,1991년 05월 08일,좌투좌타,중앙초-부산중-부산고,10 넥센 3라운드 18순위,2025,KIA,34,P,15,0,15,2,0,0,0,1,0,1,8.1,9,9,6.6,42,12,1,0,1,4,0,0,3,1,0,0,9.72,9.72,7.13,5.98,1.92,-0.11
10730,양현,1992년 08월 23일,우언우타,영랑초-한밭중-대전고,11 두산 10라운드 73순위,2025,삼성,33,P,4,0,4,3,0,0,0,0,0,0,3.1,0,0,0.5,15,2,0,0,0,3,0,0,1,0,0,0,0,0,1.35,6.05,1.5,0.13
10737,박시영,1989년 03월 10일,우투우타,축현초-신흥중-제물포고-영남사이버대,08 롯데 2차 4라운드 31순위,2025,롯데,36,P,11,0,11,2,0,0,1,0,0,0,7.1,9,9,8.65,42,9,4,0,0,9,2,0,10,0,0,0,11.05,11.05,10.62,5.31,2.45,-0.54
10749,이우찬,1992년 08월 04일,좌투좌타,온양온천초-온양중-북일고,11 LG 2라운드 15순위,2025,LG,33,P,23,0,23,6,0,0,0,1,0,0,19,4,6,6,86,13,2,0,0,14,1,0,20,2,0,3,1.89,2.84,2.84,3.81,1.42,0.46
10783,문승원,1989년 11월 28일,우투우타,가동초-배명중-배명고-고려대,12 SK 1라운드 8순위,2025,SSG,36,P,23,21,2,0,0,0,4,7,0,0,105.1,60,61,58.45,452,109,23,3,16,38,5,0,61,5,0,4,5.13,5.21,4.99,5.58,1.4,1.51
10784,서진용,1992년 10월 02일,우투우타,남부민초-대동중-경남고,11 SK 1라운드 7순위,2025,SSG,33,P,2,0,2,1,0,0,0,0,0,0,1.1,1,1,1,7,1,0,0,0,3,0,0,0,0,0,0,6.75,6.75,6.75,11.12,3,-0.02
10812,한승혁,1993년 01월 03일,우투좌타,도신초-강남중-덕수고,11 KIA 1라운드 8순위,2025,한화,32,P,71,0,71,10,0,0,3,3,3,16,64,16,18,18.4,269,56,5,1,4,23,7,1,53,4,0,3,2.25,2.53,2.59,4.09,1.23,2.54
10825,김원중,1993년 06월 14일,우투좌타,광주학강초-광주동성중-광주동성고,12 롯데 1라운드 5순위,2025,롯데,32,P,53,0,53,43,0,0,4,3,32,0,60.2,18,21,26.7,272,58,11,2,4,33,2,6,69,5,1,7,2.67,3.12,3.96,3.55,1.5,1.61
10851,최성훈,1989년 10월 11일,좌투좌타,가동초-잠신중-경기고-경희대,12 LG 2라운드 16순위,2025,삼성,36,P,2,0,2,1,0,0,0,0,0,0,1,1,1,0.3,5,1,0,0,0,1,0,0,1,0,0,0,9,9,2.7,4.62,2,0.03
10863,한현희,1993년 06월 25일,우언우타,동삼초-경남중-경남고,12 넥센 1라운드 2순위,2025,롯데,32,P,3,2,1,0,0,0,0,0,0,1,8.2,6,6,6,41,13,2,0,2,2,1,0,8,0,0,1,6.23,6.23,6.23,5.46,1.73,0.02
10871,김태훈,1992년 03월 02일,우투우타,남부민초-대신중-부경고,12 넥센 9라운드 79순위,2025,삼성,33,P,73,0,73,9,0,0,2,6,2,19,66.1,33,34,32.95,287,66,13,0,8,26,2,3,74,2,0,4,4.48,4.61,4.47,3.87,1.39,1.27
10909,임기영,1993년 04월 16일,우언우타,대구수창초-경운중-경북고,12 한화 2라운드 18순위,2025,KIA,32,P,10,0,10,2,0,0,1,1,0,0,9,13,13,13.85,52,23,4,0,2,4,0,0,5,0,0,0,13,13,13.85,6.6,3,-0.48
11094,함덕주,1995년 01월 13일,좌투좌타,일산초-원주중-원주고,13 두산 5라운드 43순위,2025,LG,30,P,31,0,31,5,0,0,2,3,0,1,27,18,19,17.8,113,14,5,0,1,18,0,0,26,1,0,3,6,6.33,5.93,4.09,1.19,-0.07
11117,김종수,1994년 06월 03일,우투우타,성동초-덕수중-울산공고,13 한화 8라운드 74순위,2025,한화,31,P,63,0,63,10,0,0,4,5,0,5,63.2,23,30,32.15,282,57,17,1,5,36,4,1,59,5,1,2,3.25,4.24,4.54,4.55,1.46,0.85
11126,조상우,1994년 09월 04일,우투우타,서화초-상인천중-대전고,13 넥센 1라운드 1순위,2025,KIA,31,P,72,0,72,7,0,0,6,6,1,28,60,26,29,28.7,271,64,15,0,5,27,6,3,55,1,0,2,3.9,4.35,4.31,4.27,1.52,1.03
11159,이형범,1994년 02월 27일,우투우타,화순초-화순중-화순고,12 NC 특별 23순위,2025,KIA,31,P,12,0,12,5,0,0,0,0,0,0,10,13,16,18.05,56,21,6,1,0,5,0,1,6,1,0,0,11.7,14.4,16.25,3.7,2.6,-0.71
11161,원종현,1987년 07월 31일,우언우타,중앙초-군산중-군산상고,06 LG 2차 2라운드 11순위,2025,키움,38,P,61,0,61,13,0,0,2,4,5,11,54.1,37,42,44.55,248,68,8,2,5,18,3,2,40,2,0,6,6.13,6.96,7.38,4.29,1.58,-1.66
11164,장현식,1995년 02월 24일,우투우타,신도초-서울이수중-서울고,13 NC 1라운드 9순위,2025,LG,30,P,56,0,56,14,0,0,3,3,10,5,49.2,24,27,23.75,234,65,16,1,4,21,5,1,38,2,0,4,4.35,4.89,4.3,4.58,1.73,0.73
11166,김진성,1985년 03월 07일,우투우타,인헌초-성남중-성남서고,04 SK 2차 6라운드 42순위,2025,LG,40,P,78,0,78,2,0,0,6,4,1,33,70.2,27,28,39,291,61,7,3,7,24,0,1,63,3,0,1,3.44,3.57,4.97,3.91,1.2,0.54
11168,임정호,1990년 04월 16일,좌투좌타,성동초-잠신중-신일고-성균관대,13 NC 3라운드 30순위,2025,NC,35,P,31,0,31,3,0,0,1,1,0,4,18.2,10,13,18.85,88,18,3,1,3,9,4,1,15,2,0,1,4.82,6.27,9.09,5.88,1.45,-0.87
11169,이상민,1990년 11월 04일,좌투좌타,남도초-수성-대구중-경북고-동의대,13 NC 7라운드 66순위,2025,삼성,35,P,1,0,1,1,0,0,0,0,0,0,1,0,0,0,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1.42,2,0.04
11222,하영민,1995년 05월 07일,우투우타,수창초-진흥중-진흥고,14 넥센 2차 1라운드 4순위,2025,키움,30,P,28,28,0,0,0,0,7,14,0,0,153.1,85,90,86.1,669,169,29,3,13,41,9,1,134,8,0,7,4.99,5.28,5.05,3.79,1.37,1.41
11229,김유영,1994년 05월 02일,좌투좌타,양정초-개성중-경남고,14 롯데 1차,2025,LG,31,P,6,0,6,4,0,0,0,0,0,0,4.1,6,6,7.55,26,8,3,0,0,4,1,0,5,0,0,0,12.46,12.46,15.68,4.73,2.77,-0.23
11248,배재환,1995년 02월 24일,우투우타,가동초-잠신중-서울고,14 NC 2차 1라운드 1순위,2025,NC,30,P,70,0,70,6,0,0,2,4,2,24,60.1,30,36,30.5,271,48,6,1,3,37,11,4,51,3,0,6,4.48,5.37,4.55,4.84,1.41,0.89
11284,조이현,1995년 06월 27일,우투좌타,송정동초-배재중-제주고,14 한화 2차 5라운드 47순위,2025,KT,30,P,3,3,0,0,0,0,1,2,0,0,11.2,7,7,6.5,50,17,2,1,2,0,1,0,3,0,0,0,5.4,5.4,5.01,5.59,1.46,0.17
11291,구승민,1990년 06월 12일,우투우타,동일초-청원중-청원고-홍익대,13 롯데 6라운드 52순위,2025,롯데,35,P,11,0,11,5,0,0,0,1,0,1,9,7,10,9,45,9,1,1,1,7,1,0,10,1,0,0,7,10,9,5.31,1.78,-0.22
11300,박정수,1996년 01월 29일,우언좌타,서울청구초-서울이수중-야탑고,15 KIA 2차 7라운드 65순위,2025,두산,29,P,29,0,29,5,0,0,1,0,0,3,26.1,12,13,13.3,119,31,3,1,1,8,4,1,15,2,0,1,4.1,4.44,4.55,4.28,1.48,0.33
11303,이준영,1992년 08월 10일,좌투좌타,군산남초-군산중-군산상고-중앙대,15 KIA 2차 4라운드 42순위,2025,KIA,33,P,57,0,57,5,0,0,3,1,0,7,34,18,18,22.95,145,36,10,0,6,11,1,2,34,4,0,1,4.76,4.76,6.08,4.55,1.38,-0.14
11308,고영표,1991년 09월 16일,우언우타,대성초-광주동성중-화순고-동국대,14 KT 2차 1라운드 10순위,2025,KT,34,P,29,26,3,2,1,1,11,8,0,0,161,59,70,68.3,685,170,31,2,10,30,15,2,154,10,1,4,3.3,3.91,3.82,3.14,1.24,4.17
11310,박세웅,1995년 11월 30일,우투우타,경운초-경운중-경북고,14 KT 1차,2025,롯데,30,P,29,28,1,0,0,0,11,13,0,0,160.2,88,99,93.7,722,183,46,1,15,54,8,0,156,9,1,14,4.93,5.55,5.25,3.84,1.48,1.95
11311,심재민,1994년 02월 18일,좌투우타,김해엔젤스-개성중-개성고-전남과학대,14 KT 신생팀 특별지명,2025,롯데,31,P,4,0,4,2,0,0,1,0,0,0,3,1,2,2.7,15,5,1,0,0,1,0,0,2,0,0,1,3,6,8.1,3.32,2,-0.04
11317,김민수,1992년 07월 24일,우투우타,청원초-청원중-청원고-성균관대,15 KT 2차 특별 11순위,2025,KT,33,P,58,0,58,12,0,0,4,3,0,11,52.2,29,31,29.8,230,63,11,2,5,15,1,1,36,1,0,5,4.96,5.3,5.09,4.25,1.48,0.43
11318,엄상백,1996년 10월 04일,우언우타,역삼초-언북중-덕수고,15 KT 1차,2025,한화,29,P,28,16,12,0,0,0,2,7,0,1,80.2,59,60,59.85,379,106,18,3,13,38,8,0,74,0,0,3,6.58,6.69,6.68,5.37,1.79,-0.19
11323,주권,1995년 05월 31일,우투우타,우암초-청주중-청주고,15 KT 신생팀 특별지명,2025,KT,30,P,34,0,34,14,0,0,0,1,0,0,40.2,20,23,23.85,176,48,2,0,3,13,0,1,19,4,1,0,4.43,5.09,5.28,4.65,1.5,0.31
11353,구창모,1997년 02월 17일,좌투좌타,천안남산초-덕수중-울산공고,15 NC 2차 1라운드 3순위,2025,NC,28,P,4,3,1,0,0,0,1,0,0,0,14.1,4,4,3.15,59,14,3,0,1,3,0,0,18,0,0,1,2.51,2.51,1.98,2.28,1.19,0.67
11355,류진욱,1996년 10월 10일,우투우타,양정초-개성중-부산고,15 NC 2차 2라운드 21순위,2025,NC,29,P,62,0,62,51,0,0,4,3,29,0,66,24,27,27.35,275,50,7,1,6,28,6,3,57,3,0,5,3.27,3.68,3.73,4.44,1.18,1.74
11373,김택형,1996년 10월 10일,좌투좌타,창영초-재능중-동산고,15 넥센 2차 2라운드 18순위,2025,SSG,29,P,25,0,25,12,0,0,0,0,0,1,22.2,7,7,8.35,95,19,6,0,0,10,3,0,14,1,0,2,2.78,2.78,3.32,4.21,1.28,0.56
11379,최원태,1997년 01월 07일,우투우타,인헌초-용산-경원중-서울고,15 넥센 1차,2025,삼성,28,P,27,24,3,1,0,0,8,7,0,0,124.1,68,72,70.8,552,128,21,0,13,51,12,1,109,6,0,9,4.92,5.21,5.12,4.59,1.44,1.73
11394,배제성,1996년 09월 29일,우투좌타,백마초-성남중-성남고,15 롯데 2차 9라운드 88순위,2025,KT,29,P,8,5,3,0,0,0,2,3,0,0,27,17,17,16.5,127,38,5,1,2,11,0,1,23,0,0,1,5.67,5.67,5.5,3.86,1.81,0.16
11411,김범수,1995년 10월 03일,좌투좌타,온양온천초-온양중-북일고,15 한화 1차,2025,한화,30,P,73,0,73,9,0,0,2,1,2,6,48,12,17,16.95,195,30,5,0,0,22,4,1,41,2,0,1,2.25,3.19,3.18,3.45,1.08,1.33
11415,주현상,1992년 08월 10일,우투우타,우암초-청주중-청주고-동아대,15 한화 2차 7라운드 64순위,2025,한화,33,P,48,0,48,10,0,0,5,2,1,3,41.2,24,25,27.75,193,59,14,2,8,10,3,0,37,2,0,1,5.18,5.4,5.99,4.98,1.66,-0.12
11425,박진형,1994년 06월 10일,우투우타,영랑초-경포중-강릉고,13 롯데 2라운드 13순위,2025,롯데,31,P,7,0,7,4,0,0,0,0,0,0,5.1,5,7,5.95,29,9,3,0,1,3,0,0,5,1,0,0,8.44,11.81,10.04,5.61,2.25,-0.1
11489,김재윤,1990년 09월 16일,우투우타,도곡초-휘문중-휘문고,15 KT 2차 특별 13순위,2025,삼성,35,P,63,0,63,34,0,0,4,7,13,3,57.2,32,34,35.35,242,57,12,2,10,13,1,3,43,2,0,1,4.99,5.31,5.52,4.84,1.21,0.47
12530,최충연,1997년 03월 05일,우투우타,대구수창초-대구중-경북고,16 삼성 1차,2025,삼성,28,P,4,0,4,1,0,0,0,0,0,0,1.2,7,8,6.3,15,7,1,0,1,2,1,0,1,0,0,0,37.8,43.2,34.02,15.32,5.4,-0.3
12537,전상현,1996년 04월 18일,우투우타,남도초-경복중-상원고,16 KIA 2차 4라운드 38순위,2025,KIA,29,P,74,0,74,5,0,0,7,5,1,25,70,26,30,31.35,290,64,15,0,4,20,2,3,50,4,0,3,3.34,3.86,4.03,3.73,1.2,1.36
12565,최성영,1997년 04월 28일,좌투좌타,영랑초-설악중-설악고,16 NC 2차 2라운드 13순위,2025,NC,28,P,35,6,29,2,0,0,2,2,0,4,47.2,33,33,38.1,228,62,13,2,6,28,3,1,33,2,1,2,6.23,6.23,7.19,5.7,1.89,-0.54
12568,이영하,1997년 11월 01일,우투우타,영일초-강남중-선린고,16 두산 1차,2025,두산,28,P,73,0,73,8,0,0,4,4,0,14,66.2,30,33,32.85,299,63,10,0,4,39,6,2,72,5,0,7,4.05,4.46,4.43,4.09,1.53,0.9
12571,정동윤,1997년 10월 22일,우투좌타,안산-중앙중-야탑고,16 SK 1차,2025,SSG,28,P,12,0,12,7,0,0,0,0,0,0,17.1,16,16,16.35,82,21,6,0,2,12,0,0,17,0,0,1,8.31,8.31,8.49,5.06,1.9,-0.26
12697,배재준,1994년 11월 24일,우투우타,본리초-경상중-상원고,13 LG 2라운드 16순위,2025,LG,31,P,14,0,14,5,0,0,0,0,0,1,13,8,8,7,56,9,4,0,1,7,1,0,14,0,0,1,5.54,5.54,4.85,4.11,1.23,0.14
12847,김명신,1993년 11월 29일,우투우타,남도초-대구중-경북고-경성대,17 두산 2차 2라운드 20순위,2025,두산,32,P,8,0,8,1,0,0,0,0,0,0,8.1,5,8,8.7,43,13,3,1,0,3,1,0,6,1,0,1,5.4,8.64,9.4,3.65,1.92,-0.2
12850,박치국,1998년 03월 10일,우언우타,숭의초-신흥중-제물포고,17 두산 2차 1라운드 10순위,2025,두산,27,P,73,0,73,11,0,0,4,4,2,16,62.1,26,35,35.5,271,58,15,0,4,21,7,1,57,6,0,0,3.75,5.05,5.13,3.78,1.27,0.22
12852,최원준,1994년 12월 21일,우언우타,수유초-신일중-신일고-동국대,17 두산 1차,2025,두산,31,P,47,16,31,1,0,0,4,7,0,9,107,56,59,59.7,456,105,17,2,18,38,4,2,62,4,0,4,4.71,4.96,5.02,5.7,1.34,0.95
12854,양지율,1998년 12월 16일,우투우타,서울청구초-홍은중-장충고,17 넥센 2차 2라운드 17순위,2025,키움,27,P,18,0,18,4,0,0,0,2,0,1,14,13,13,14,69,18,1,2,3,7,3,0,10,0,0,1,8.36,8.36,9,6.97,1.79,-0.72
12860,오석주,1998년 04월 14일,우투우타,양정초-대천중-제주고,17 LG 2차 6라운드 52순위,2025,키움,27,P,53,0,53,15,0,0,2,1,0,7,58.1,24,24,25.9,252,52,6,1,4,29,7,0,44,1,0,3,3.7,3.7,4,4.82,1.39,0.85
12871,박상원,1994년 09월 09일,우투우타,백운초-서울이수중-휘문고-연세대,17 한화 2차 3라운드 25순위,2025,한화,31,P,74,0,74,1,0,0,4,3,0,16,66.2,31,35,35.35,294,67,14,1,4,21,8,0,52,4,0,4,4.19,4.73,4.77,4.07,1.32,0.73
12885,문용익,1995년 02월 04일,우투우타,고양덕양-양천중-청원고-세계사이버대,17 삼성 2차 6라운드 59순위,2025,KT,30,P,20,2,18,5,0,0,1,0,0,0,28.2,10,11,11.15,121,21,7,0,3,19,0,1,31,0,0,0,3.14,3.45,3.5,4.58,1.4,0.71
12897,김진호,1998년 06월 07일,우투우타,부곡초-성일중-광주동성고,17 NC 2차 2라운드 18순위,2025,NC,27,P,76,0,76,11,0,0,4,3,6,20,72.1,27,30,33.3,316,53,12,1,5,45,9,1,70,2,1,9,3.36,3.73,4.14,4.67,1.35,1.38
12898,김태현,1998년 03월 21일,좌투좌타,삼성초-김해내동중-김해고,17 NC 1차,2025,NC,27,P,5,0,5,0,0,0,0,0,0,1,3,4,4,3.5,17,5,1,0,2,3,2,0,2,0,0,1,12,12,10.5,15.52,2.67,-0.08
12900,소이현,1999년 02월 09일,우투우타,서울이수초-서울이수중-서울디자인고,17 NC 2차 3라운드 28순위,2025,NC,26,P,7,0,7,4,0,0,0,0,0,0,8,5,5,3.95,36,5,1,0,0,7,1,0,3,0,0,2,5.63,5.63,4.44,6.18,1.5,0.12
12908,손주영,1998년 12월 02일,좌투좌타,대현초-개성중-경남고,17 LG 2차 1라운드 2순위,2025,LG,27,P,30,27,3,0,0,0,11,6,0,0,153,58,67,62.7,644,153,20,2,8,49,4,0,132,14,0,6,3.41,3.94,3.69,3.49,1.32,3.82
12914,유승철,1998년 03월 02일,우투양타,순천북초-순천이수중-효천고,17 KIA 1차,2025,KIA,27,P,1,0,1,1,0,0,0,0,0,0,2,1,1,1,11,3,0,0,0,2,0,0,3,0,0,1,4.5,4.5,4.5,3.37,2.5,0.02
12918,김성민,1994년 04월 26일,좌투좌타,옥산초-경복중-상원고,17 SK 2차 1라운드 6순위,2025,키움,31,P,29,0,29,5,0,0,0,3,0,1,25,13,15,17.05,113,25,3,3,1,13,5,1,18,1,0,0,4.68,5.4,6.14,4.77,1.52,-0.25
12928,윤성빈,1999년 02월 26일,우투우타,동일초-경남중-부산고,17 롯데 1차,2025,롯데,26,P,31,1,30,9,0,0,1,2,0,0,27,23,23,18.85,130,26,7,0,3,20,4,1,44,1,0,6,7.67,7.67,6.28,3.89,1.7,0
12930,나균안,1998년 03월 16일,우투우타,무학초-신월중-용마고,17 롯데 2차 1라운드 3순위,2025,롯데,27,P,28,26,2,1,0,0,3,7,0,0,137.1,59,67,62.65,601,143,23,3,13,50,5,0,116,6,0,3,3.87,4.39,4.11,4.22,1.41,3.01
12937,이정현,1997년 12월 05일,우투우타,무학초-마산동중-용마고,17 KT 2차 1라운드 1순위,2025,KT,28,P,6,0,6,6,0,0,0,0,0,0,4.1,8,8,8,27,9,3,0,0,4,1,0,3,0,0,0,16.62,16.62,16.62,5.88,3,-0.22
12944,김건국,1988년 02월 02일,우투우타,서부-청량중-덕수정보고,06 두산 2차 1라운드 6순위,2025,KIA,37,P,26,6,20,6,0,0,0,3,0,1,46,35,38,40.45,216,59,9,0,11,17,5,0,31,3,0,3,6.85,7.43,7.91,6.61,1.65,-0.75
13009,백승현,1995년 05월 26일,우투우타,소래초-상인천중-인천고,15 LG 2차 3라운드 30순위,2025,LG,30,P,33,0,33,9,0,0,1,0,0,2,30,13,13,17.1,146,28,3,1,2,28,1,1,27,2,0,3,3.9,3.9,5.13,5.45,1.87,0.16
13057,김주온,1996년 12월 08일,우투우타,대현초-구미중-울산공고,15 삼성 2차 7라운드 72순위,2025,LG,29,P,1,1,0,0,0,0,0,1,0,0,0.1,1,1,1,5,0,0,0,0,2,2,0,1,0,0,0,27,27,27,34.82,6,-0.04
13061,곽빈,1999년 05월 28일,우투우타,서울학동초-자양중-배명고,18 두산 1차,2025,두산,26,P,19,19,0,0,0,0,5,7,0,0,109.1,51,55,52.95,465,96,23,3,9,41,2,0,107,8,0,5,4.2,4.53,4.36,3.71,1.25,2.01
13070,박신지,1999년 07월 16일,우투우타,의정부-영동중-경기고,18 두산 2차 1라운드 10순위,2025,두산,26,P,54,0,54,7,0,0,2,4,0,5,60,19,24,32.65,264,55,15,3,3,29,5,6,36,4,0,8,2.85,3.6,4.9,4.56,1.4,0.47
13071,정철원,1999년 03월 27일,우투우타,역북초-용인송전중-안산공고,18 두산 2차 2라운드 20순위,2025,롯데,26,P,75,0,75,4,0,0,8,3,0,21,70,33,34,36.95,312,72,13,1,4,28,7,2,55,3,0,5,4.24,4.37,4.75,4.19,1.43,1.03
13072,김민규,1999년 05월 07일,우투좌타,광진-잠신중-휘문고,18 두산 2차 3라운드 30순위,2025,두산,26,P,7,1,6,5,0,0,1,1,0,0,9.2,5,5,4.85,47,9,3,0,1,6,4,0,6,0,0,0,4.66,4.66,4.52,6.91,1.55,0.06
13080,김시훈,1999년 02월 24일,우투우타,양덕초-마산동중-마산고,18 NC 1차,2025,NC,26,P,15,0,15,7,0,0,0,0,0,1,16,15,15,16.75,75,22,4,0,4,6,0,1,11,1,0,0,8.44,8.44,9.42,6.17,1.75,-0.37
13080,김시훈,1999년 02월 24일,우투우타,양덕초-마산동중-마산고,18 NC 1차,2025,KIA,26,P,9,0,9,3,0,0,1,0,0,0,9.2,8,10,11.05,43,11,2,0,3,4,0,0,7,1,0,0,7.45,9.31,10.29,7.13,1.55,-0.36
13085,신민혁,1999년 02월 04일,우투우타,강서-매향중-야탑고,18 NC 2차 5라운드 49순위,2025,NC,26,P,28,28,0,1,1,0,6,3,0,0,132,70,76,73.1,568,148,18,2,23,26,6,1,84,6,0,3,4.77,5.18,4.98,5.18,1.32,1.93
13088,김영규,2000년 02월 10일,좌투좌타,광주서석초-무등중-광주제일고,18 NC 2차 8라운드 79순위,2025,NC,25,P,45,0,45,1,0,0,4,3,0,21,44,14,17,18.05,189,40,4,0,3,18,3,4,35,3,0,6,2.86,3.48,3.69,4.05,1.32,1.21
13092,김선기,1991년 09월 01일,우투우타,석교초-세광중-세광고,18 넥센 2차 1라운드 8순위,2025,키움,34,P,44,8,36,7,0,0,1,7,0,2,78,49,55,51.2,381,96,17,0,6,47,11,1,43,4,0,2,5.65,6.35,5.91,5.79,1.83,-0.29
13103,성동현,1999년 05월 18일,우투우타,백마초-홍은중-장충고,18 LG 2차 1라운드 7순위,2025,LG,26,P,12,0,12,6,0,0,0,0,0,0,9,9,9,9.65,45,10,0,0,2,9,0,0,6,0,0,1,9,9,9.65,8.1,2.11,-0.28
